,name,nick_name,fight_record,height,weight,reach,stance,DOB
267,Sodiq Yusuff,Super,7-1-0,"5' 9""",145 lbs.,--,Orthodox,"May 19, 1993"
268,Juan Alcain,,1-2-0,--,--,--,,--
269,Drew Dimanlig,,3-3-0,--,185 lbs.,--,,--
270,Koji Oishi,,21-8-8,"5' 8""",170 lbs.,--,Orthodox,"May 31, 1977"
271,Sidney Outlaw,Da Gun,8-4-0,"5' 8""",170 lbs.,"74""",Orthodox,"Apr 11, 1992"
272,Jason Gonzalez,Nicoya,11-4-0,"6' 2""",155 lbs.,"74""",Southpaw,"Feb 28, 1990"
273,Benny Alloway,Blanco,13-6-0,"5' 11""",170 lbs.,"75""",Orthodox,"Feb 19, 1981"
274,Scott Lighty,,6-2-0,"6' 2""",205 lbs.,--,,"Oct 15, 1978"
275,Aaron Lanfranco,,5-1-0,--,155 lbs.,--,,"Aug 26, 1986"
276,Edilberto de Oliveira,Crocota,20-8-2,"6' 0""",170 lbs.,--,Orthodox,"Nov 22, 1982"
277,Jesse Finney,,6-1-0,"6' 0""",170 lbs.,--,,"Jul 11, 1974"
278,Fabio Silva,,11-5-0,"5' 11""",205 lbs.,--,Orthodox,"Mar 31, 1982"
279,Greg Stott,Ranger,0-1-0,"5' 7""",220 lbs.,--,Southpaw,--
280,Lacey Schuckman,,6-4-0,"5' 3""",125 lbs.,--,,--
281,Dustin Neace,The Beast,23-18-1 (1 NC),"5' 9""",145 lbs.,--,,"Sep 12, 1986"
282,Yoshiyuki Yoshida,Zenko,13-6-0,"5' 11""",170 lbs.,"70""",Southpaw,"May 10, 1974"
283,Eddie Wineland,,23-13-1,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984"
284,Dwight Grant,The Body Snatcher,8-2-0,"6' 1""",170 lbs.,"78""",Switch,"Sep 14, 1984"
285,Marcin Prachnio,,13-4-0,"6' 3""",205 lbs.,"74""",Orthodox,"Jul 14, 1988"
286,Dan Lauzon,The Upgrade,15-4-0,"5' 10""",155 lbs.,--,Orthodox,"Mar 30, 1988"
287,Eric Schafer,Red,14-7-2,"6' 3""",185 lbs.,"75""",Orthodox,"Sep 20, 1977"
288,Yukio Sakaguchi,,6-6-0,"5' 9""",185 lbs.,--,Orthodox,"Jul 26, 1973"
289,Mike Wilkinson,The Warrior,9-2-0,"5' 7""",145 lbs.,"68""",,"Sep 15, 1987"
290,Ryan McGivern,,13-7-0,"6' 0""",185 lbs.,--,Orthodox,"Jan 17, 1980"
291,Tyrone Roberts,Native Warrior,39-10-1,"5' 9""",185 lbs.,--,Orthodox,--
292,Mark De La Rosa,Bumblebee,11-1-0,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994"
293,Satoshi Ishii,,4-1-1,"5' 11""",240 lbs.,--,Orthodox,"Dec 19, 1986"
294,Ricardo Barros,,2-2-0,"6' 1""",205 lbs.,--,,"Mar 22, 1976"
295,He-Man Gipson,,1-2-0,--,--,--,,--
296,Ryan Gracie,,5-2-0,"5' 9""",200 lbs.,--,Orthodox,"Aug 14, 1974"
297,Jerrod Sanders,J-Reazie,15-3-0 (1 NC),"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979"
298,Ashkan Mokhtarian,The Assassin,13-3-0,"5' 6""",125 lbs.,"67""",Southpaw,"Sep 15, 1985"
299,Chris Bostick,,6-3-0,--,--,--,,--
300,Valeri Ignatov,,1-2-0,"5' 9""",170 lbs.,--,Orthodox,--
301,Nate Loughran,,9-1-0,"6' 2""",185 lbs.,--,Orthodox,"Jul 28, 1980"
302,Luis Mendoza,,0-1-0,--,155 lbs.,--,,--
303,Jermaine Andre,,14-4-0,"5' 7""",200 lbs.,--,Orthodox,--
304,Alex Gorgees,Hitman,7-1-0,"6' 2""",155 lbs.,"74""",Switch,"Aug 11, 1995"
305,Steve White,,1-4-0,"5' 11""",175 lbs.,--,,--
306,Tony Juarez,,1-7-0,--,155 lbs.,--,,--
307,Kevin Engel,The Hitman,4-1-0,"6' 2""",170 lbs.,--,,--
308,Andrew Holbrook,,12-3-0,"5' 11""",155 lbs.,"70""",Southpaw,"Feb 06, 1986"
309,Josh Barnett,The Warmaster,35-8-0,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977"
310,Michael Kuiper,,12-3-0,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989"
311,Francis Ngannou,The Predator,13-3-0,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986"
312,Marcos Vinicius,Vina,20-6-1,"5' 9""",125 lbs.,"70""",Orthodox,"Dec 05, 1979"
313,Emanuel Newton,The Hardcore Kid,26-12-1,"6' 1""",205 lbs.,--,,"Jan 02, 1984"
314,Josh Koscheck,,19-10-0,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977"
315,Ryan Larson,,6-2-0,--,170 lbs.,--,,"Dec 30, 1980"
316,Nick Osipczak,,5-3-0,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 30, 1984"
317,Justin Lawrence,The American Kidd,5-2-0,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990"
318,Valentijn Overeem,,29-26-0,"6' 3""",230 lbs.,--,Orthodox,"Aug 17, 1976"
319,Marcelo Aguiar,,2-3-1,"5' 10""",170 lbs.,--,Orthodox,--
320,Pete Sabala,,3-13-0,--,135 lbs.,--,,--
321,Rony Sefo,,0-2-0,"5' 9""",225 lbs.,--,Orthodox,--
322,Olivier Aubin-Mercier,The Canadian Gangster,12-4-0,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989"
323,Scott Morris,,2-1-0,"5' 10""",210 lbs.,--,Orthodox,--
324,Antonio Dos Santos,Junior Alpha,6-3-0,"5' 10""",185 lbs.,"72""",Orthodox,"Jul 21, 1988"
325,Thales Leites,,28-9-0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981"
326,Yosuke Nishijima,,0-5-0,"5' 9""",205 lbs.,--,Orthodox,"May 15, 1973"
327,Georges St-Pierre,Rush,26-2-0,"5' 11""",185 lbs.,"76""",Orthodox,"May 19, 1981"
328,Chris Horodecki,The Polish Hammer,18-3-1 (1 NC),"5' 9""",155 lbs.,"69""",Orthodox,"Sep 24, 1987"
329,Stephan Bonnar,The American Psycho,17-8-0,"6' 4""",205 lbs.,"78""",Orthodox,"Apr 04, 1977"
330,Bobby McAndrews,,1-3-0,--,--,--,Orthodox,--
331,Jaime Jara,El Cucui,32-10-0 (1 NC),"6' 1""",205 lbs.,--,Southpaw,"Aug 02, 1969"
332,Jessin Ayari,Abacus,16-5-0,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992"
333,Dos Caras Jr.,,9-5-0,"6' 4""",225 lbs.,--,Orthodox,"May 25, 1977"
334,Anthony Do,,4-2-0,"5' 4""",125 lbs.,--,,--
335,Yushin Okami,Thunder,35-12-0,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981"
336,Marcus Hicks,The Wrecking Ball,9-3-0 (1 NC),"5' 6""",155 lbs.,"64""",Southpaw,"Nov 25, 1975"
337,Michael McDonald,The Black Sniper,1-1-0,"5' 11""",205 lbs.,--,Orthodox,"Feb 06, 1965"
338,Salim Touahri,Grizzly,10-3-0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989"
339,Shonie Carter,Mr. International,50-27-7 (1 NC),"5' 10""",170 lbs.,--,Southpaw,"May 03, 1972"
340,Rolando Perez,,6-5-2,"5' 8""",135 lbs.,--,Orthodox,--
341,Siyar Bahadurzada,The Great,24-7-1,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984"
342,Rico DiSciullo,,9-1-0 (1 NC),"5' 8""",135 lbs.,"71""",Orthodox,"Oct 12, 1986"
343,Jackie Lee,,0-1-0,--,--,--,,--
344,Peter Petties,The Joker,5-3-0 (1 NC),"5' 11""",145 lbs.,"72""",Southpaw,"Dec 20, 1990"
345,Brock Jardine,The Machine,9-3-0,"5' 11""",170 lbs.,"73""",Orthodox,"Jul 10, 1985"
346,Townsend Saunders,,0-2-0,"5' 5""",170 lbs.,--,Orthodox,--
347,Alexandre Dantas,Cafe,0-2-0,"6' 2""",238 lbs.,--,Orthodox,"Mar 01, 1979"
348,John Lineker,Hands of Stone,31-8-0,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990"
349,Ryan Healy,The Irish Assassin,19-9-1,"6' 1""",155 lbs.,--,Orthodox,"Jul 20, 1983"
350,Denis Stojnic,,9-3-0 (1 NC),"6' 0""",245 lbs.,--,Orthodox,"Feb 02, 1980"
351,Steven Siler,Super,23-13-0,"5' 11""",145 lbs.,"70""",Orthodox,"Feb 15, 1987"
352,Justin Davis,Dangerous,14-10-0,"5' 11""",205 lbs.,--,,"Apr 01, 1983"
353,Jeremiah Labiano,The Kid,11-5-0,"5' 10""",135 lbs.,--,,--
354,Amanda Nunes,Lioness,17-4-0,"5' 8""",145 lbs.,"69""",Orthodox,"May 30, 1988"
355,Ray Borg,The Tazmexican Devil,11-3-0,"5' 4""",125 lbs.,"63""",Orthodox,"Aug 04, 1993"
356,Mike French,,8-9-0,"5' 10""",145 lbs.,--,,"May 29, 1975"
357,Todd Lally,,2-1-0,"5' 7""",145 lbs.,--,Orthodox,--
358,Nick Rossborough,Leatherface,20-15-1,"6' 5""",205 lbs.,--,,"Nov 18, 1981"
359,Tom Tuggle,The Law,0-3-0,"6' 2""",250 lbs.,--,Orthodox,--
360,Linton Vassell,The Swarm,18-5-0 (1 NC),"6' 4""",205 lbs.,--,,"Jun 03, 1983"
361,Shane Young,Sugar,13-4-0,"5' 8""",145 lbs.,"72""",Orthodox,"Jul 31, 1993"
362,Todd Medina,El Tiburon,11-9-0 (1 NC),"5' 10""",193 lbs.,--,Southpaw,--
363,Kain Royer,,2-2-0,--,185 lbs.,--,,--
364,Murilo Bustamante,,14-8-1,"6' 2""",183 lbs.,--,Orthodox,"Jul 30, 1966"
365,Bob Schrijber,Dirty,20-17-1,"6' 0""",240 lbs.,--,Orthodox,--
366,Tommy Lee,,25-6-0 (1 NC),"5' 7""",145 lbs.,--,Orthodox,"Jan 20, 1977"
367,Xue Do Won,,0-1-0,"5' 7""",165 lbs.,--,,--
368,Chris Herrera,The Crusher,3-2-1,"5' 10""",185 lbs.,--,,--
369,Douglas Lima,The Phenom,29-6-0,"6' 1""",170 lbs.,--,,"Jan 05, 1988"
370,Chris Brennan,The Westside Strangler,19-13-1,"5' 8""",170 lbs.,--,Orthodox,"Oct 12, 1971"
371,Henrique da Silva,Frankenstein,14-5-0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989"
372,Ruan Potts,Fangzz,8-4-0,"6' 2""",247 lbs.,"75""",Orthodox,"Feb 23, 1978"
373,Chase Sherman,The Vanilla Gorilla,11-6-0,"6' 4""",250 lbs.,"78""",Orthodox,"Nov 16, 1989"
374,Anthony Adams,Sugafoot,7-1-0,"6' 0""",185 lbs.,"77""",Orthodox,"Jan 13, 1988"
375,Mario Neto,Sukata,11-5-0,"6' 0""",229 lbs.,--,Orthodox,--
376,Yurij Kiseliov,Playboy,5-3-0,"5' 8""",185 lbs.,--,Orthodox,--
377,Justin James,,13-7-0,"5' 10""",155 lbs.,--,Orthodox,"Nov 08, 1976"
378,Rob McCullough,Razor,19-8-0,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977"
379,Klidson Abreu,White Bear,14-2-0,"6' 0""",235 lbs.,"74""",Orthodox,"Dec 24, 1992"
380,Maria Rios,,2-3-0,"5' 5""",125 lbs.,--,,"May 31, 1983"
381,Krzysztof Soszynski,The Polish Experiment,26-12-1,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977"
382,Crafton Wallace,Blaze,18-6-1,"6' 0""",185 lbs.,--,Orthodox,"Nov 10, 1975"
383,Ryan Madigan,,5-3-0,"6' 0""",170 lbs.,--,Orthodox,--
384,Yasuhito Namekawa,,25-16-4,"5' 9""",205 lbs.,--,Orthodox,"Oct 27, 1974"
385,Blair Tugman,,10-6-0,"6' 0""",135 lbs.,--,,--
386,Ivan Cole,JP,2-3-0,"5' 9""",135 lbs.,--,,"Nov 30, 1990"
387,Michael Chiesa,Maverick,15-4-0,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987"
388,Tedd Williams,,7-1-0,"6' 1""",275 lbs.,--,Orthodox,"Dec 19, 1969"
389,Antonio Carlos Junior,Cara de Sapato,11-2-0 (1 NC),"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990"
390,John Campetella,,0-1-0,"5' 9""",235 lbs.,--,Orthodox,--
391,Enson Inoue,Yamato Damashii,12-8-0,"5' 10""",210 lbs.,--,Orthodox,"Apr 15, 1967"
392,Cory Sandhagen,,10-1-0,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992"
393,Michael Johnson,The Menace,20-13-0,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 04, 1986"
394,Warlley Alves,,13-3-0,"5' 11""",170 lbs.,"72""",Orthodox,"Jan 04, 1991"
395,Ralek Gracie,,3-1-0,"6' 2""",210 lbs.,--,Orthodox,"Oct 04, 1985"
396,Michelle Waterson,The Karate Hottie,16-6-0,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986"
397,Carlo Pedersoli,Semento,11-2-0,"5' 11""",170 lbs.,"75""",Southpaw,"Jun 08, 1993"
398,Anton Zafir,The Professor,7-3-0,"5' 11""",170 lbs.,"72""",Orthodox,"May 10, 1987"
399,Rudy Bears,,13-11-0,"5' 11""",170 lbs.,--,Southpaw,--
400,Leonardo Augusto Leleco,Leleco,11-3-0 (1 NC),"6' 0""",185 lbs.,"73""",Orthodox,"Apr 15, 1982"
401,Dewey Cooper,The Black Cobra,2-1-0,--,205 lbs.,--,,--
402,Achmed Labasanov,,8-5-0,"6' 3""",215 lbs.,--,Orthodox,"Apr 24, 1978"
403,James Wade,,4-10-0,"5' 10""",205 lbs.,--,,--
404,Paulo Cesar Silva,Giant,2-6-0,"7' 5""",385 lbs.,--,Orthodox,"Jul 21, 1963"
405,Bobby Voelker,Vicious,24-12-0,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 26, 1979"
406,Brian Warren,Mr. Unbreakable,15-15-1,"6' 0""",185 lbs.,--,Orthodox,--
407,Everett Cummings,,12-0-0,--,205 lbs.,--,,--
408,Pat Schilling,Thrilling,5-2-0,"5' 8""",145 lbs.,"69""",Orthodox,"Aug 28, 1988"
409,Shayna Baszler,The Queen of Spades,15-10-0,"5' 7""",135 lbs.,"67""",Orthodox,"Aug 08, 1980"
410,Steve Berger,The Red Nosed Pitbull,21-22-2 (1 NC),"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973"
411,Ronald Jhun,The Machine Gun,24-24-2,"5' 11""",170 lbs.,--,Orthodox,"Sep 21, 1970"
412,Chris Wilson,The Professor,16-8-0 (1 NC),"6' 1""",170 lbs.,"75""",Orthodox,"Jun 07, 1977"
413,David Kaplan,Diamond,3-4-0,"5' 7""",155 lbs.,--,Orthodox,"Nov 16, 1979"
414,Karolina Kowalkiewicz,,13-3-0,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985"
415,Donnie Chappell,,0-1-0,"5' 11""",178 lbs.,--,Southpaw,--
416,Sarah Moras,Cheesecake,5-5-0,"5' 7""",135 lbs.,"67""",,"Apr 30, 1988"
417,John Richard,,3-3-1,--,205 lbs.,--,,"May 22, 1982"
418,Daniel Spitz,The Daddy Long Legs,6-2-0,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990"
419,David Zawada,Sagat,16-5-0,"6' 0""",170 lbs.,"75""",Orthodox,"Aug 01, 1990"
420,Ronys Torres,,22-4-0,"5' 7""",155 lbs.,--,Orthodox,"Aug 13, 1975"
421,Joe Benoit,,11-4-0,"5' 9""",170 lbs.,--,Orthodox,"Mar 12, 1982"
422,Nadia Kassem,187,5-1-0,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 15, 1995"
423,Kwan Ho Kwak,,9-2-0,"5' 5""",135 lbs.,"70""",Switch,"Jun 18, 1989"
424,Francisco Trinaldo,Massaranduba,23-6-0,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978"
425,Josh Ferguson,Taz,7-5-0,"5' 5""",125 lbs.,"66""",Orthodox,"May 13, 1988"
426,Jan Nortje,The Giant,2-6-0,"6' 1""",310 lbs.,--,Southpaw,"Apr 11, 1975"
427,Alex Crispin,,0-1-0,--,155 lbs.,--,,--
428,Lance Benoist,,7-2-0,"5' 11""",170 lbs.,"73""",Southpaw,"Aug 26, 1988"
429,Alavutdin Gadjiev,,18-12-1,"6' 2""",185 lbs.,--,Orthodox,"Jun 23, 1982"
430,Arlene Blencowe,Angerfist,9-6-0,"5' 5""",145 lbs.,--,,"Apr 11, 1983"
431,Renato Moicano,Moicano,13-2-1,"5' 11""",145 lbs.,"72""",Orthodox,"May 21, 1989"
432,John Makdessi,The Bull,16-6-0,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985"
433,Gadzhimurad Antigulov,,20-5-0,"5' 11""",205 lbs.,"70""",Orthodox,"Feb 09, 1987"
434,Julian Sanchez,,0-1-0,"6' 3""",300 lbs.,--,Orthodox,--
435,Bryan Humes,,6-2-0,--,265 lbs.,--,,--
436,Horacio Gutierrez,The Punisher,3-3-0,"5' 10""",145 lbs.,"69""",,"Sep 15, 1990"
437,Kevin Roddy,K-Rod,10-13-1 (1 NC),"5' 11""",145 lbs.,--,,--
438,Dhafir Harris,Dada 5000,2-0-0 (1 NC),--,257 lbs.,--,,"Aug 04, 1977"
439,Shannon Ritch,The Cannon,47-74-0 (4 NC),"5' 9""",190 lbs.,--,Orthodox,"Sep 27, 1970"
440,Casey Huffman,Hellbent,3-1-0,"6' 3""",185 lbs.,--,,--
441,Raul Sandoval,,3-3-0,--,130 lbs.,--,,--
442,John Salgado,Greco,4-7-1,"5' 10""",170 lbs.,--,,--
443,Cyrille Diabate,The Snake,20-10-3,"6' 6""",205 lbs.,"81""",Southpaw,"Oct 06, 1973"
444,Sam Alvey,Smile'N,33-12-0 (1 NC),"6' 2""",205 lbs.,"75""",Southpaw,"May 06, 1986"
445,Emily Peters Kagan,,3-3-0,"5' 3""",115 lbs.,"66""",,"Jul 14, 1981"
446,Josh Rafferty,,9-8-0,"6' 0""",170 lbs.,--,Orthodox,"Jan 06, 1981"
447,Art Jimmerson,,0-1-0,"6' 1""",196 lbs.,--,Orthodox,"Aug 04, 1963"
448,Alex Torres,Rolo,2-2-0,"5' 10""",145 lbs.,"70""",Orthodox,"May 29, 1988"
449,Forrest Griffin,,19-7-0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 16, 1979"
450,Mark Godbeer,The Hand Of,13-4-0,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983"
451,Chad George,Savage,13-6-0,"5' 6""",135 lbs.,"68""",Southpaw,"Apr 30, 1982"
452,Abel Trujillo,Killa,15-8-0 (1 NC),"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983"
453,Igor Gracie,,4-2-0,"5' 11""",170 lbs.,--,,"Feb 04, 1980"
454,Carl Seumanutafa,,4-3-0,"6' 1""",255 lbs.,--,Orthodox,--
455,Aliev Makhmud,,0-1-0,"5' 6""",195 lbs.,--,Southpaw,"Feb 13, 1970"
456,Andrei Semenov,,30-9-2,"6' 0""",185 lbs.,--,Orthodox,"Jun 17, 1977"
457,Phil Johns,,30-13-1,"5' 2""",170 lbs.,--,Southpaw,"Oct 22, 1968"
458,Tim Stout,,12-10-0,"5' 11""",185 lbs.,--,,"Feb 09, 1979"
459,Tomasz Drwal,Gorilla,19-4-1,"6' 1""",205 lbs.,"76""",Orthodox,"Jan 22, 1982"
460,Garreth McLellan,Soldier Boy,13-6-0,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982"
461,Alberto Mina,Soldier of God,13-1-0,"6' 0""",170 lbs.,"77""",Orthodox,"May 02, 1982"
462,Eric Steenberg,,5-1-0,--,155 lbs.,--,,"Jun 22, 1983"
463,Branden Lee Hinkle,The Iron Lion,15-11-0 (1 NC),"6' 3""",235 lbs.,--,Orthodox,"Jul 29, 1973"
464,Michael McDonald,Mayday,17-4-0,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991"
465,Henry Cejudo,The Messenger,14-2-0,"5' 4""",125 lbs.,"64""",Orthodox,"Feb 09, 1987"
466,George Sotiropoulos,,14-6-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 09, 1977"
467,Zach Skinner,,6-8-0,"5' 6""",145 lbs.,--,Orthodox,--
468,Bryan Barberena,Bam Bam,14-6-0,"6' 0""",170 lbs.,"72""",Southpaw,"May 03, 1989"
469,Ketlen Vieira,Fenomeno,10-0-0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991"
470,Rashad Coulter,Daywalker,9-4-0,"5' 11""",205 lbs.,"76""",Orthodox,"Nov 27, 1981"
471,Oskar Piechota,Imadlo,11-1-1,"6' 0""",185 lbs.,"76""",Southpaw,"Jan 24, 1990"
472,Richie Smullen,,3-1-1,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991"
473,Talita Nogueira,Treta,6-0-0,"5' 10""",145 lbs.,--,,"Oct 13, 1985"
474,Billy Giovanella,Wolverine,9-5-0,"5' 8""",125 lbs.,--,,"Aug 20, 1985"
475,Cody Carrillo,,11-16-0,"5' 10""",155 lbs.,--,,--
476,James Te Huna,,18-9-0,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981"
477,Nick Catone,The Jersey Devil,10-4-0,"6' 0""",185 lbs.,"72""",Southpaw,"Sep 01, 1981"
478,Alvaro Herrera,Chango,9-6-0,"6' 0""",155 lbs.,"74""",,"May 14, 1990"
479,Julianna Pena,The Venezuelan Vixen,9-3-0,"5' 6""",135 lbs.,"69""",,"Aug 19, 1989"
480,Jong Wang Kim,,11-21-0,"6' 1""",240 lbs.,--,,--
481,Mac Danzig,,22-12-1,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980"
482,Joe Merritt,Joey Slash,6-1-0,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 07, 1984"
483,Andre Ewell,Mr. Highlight,14-5-0,"5' 11""",135 lbs.,"76""",Southpaw,"Jan 21, 1988"
484,Xavier Siller,Young Guns,5-5-0,"5' 5""",125 lbs.,--,,"Jun 06, 1994"
485,Mike Jackson,The Truth,1-1-0,"6' 2""",170 lbs.,--,Orthodox,"Mar 22, 1985"
486,Wes Albritton,,0-1-0,"5' 10""",188 lbs.,--,Orthodox,--
487,Enrique Barzola,El Fuerte,16-3-1,"5' 7""",145 lbs.,"70""",,"Apr 28, 1989"
488,Francisco Bueno,,5-2-0,"5' 9""",225 lbs.,--,Orthodox,--
489,Derek Bohi,Marshmallow,8-5-0,"6' 4""",260 lbs.,--,,--
490,Mychal Clark,,7-12-0,"6' 3""",224 lbs.,--,Orthodox,--
491,Alexandre Pantoja,The Cannibal,20-3-0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990"
492,Daniel Gracie,,5-4-1,"6' 2""",225 lbs.,--,Orthodox,--
493,Martin Buschkamp,Barracuda,9-0-0 (1 NC),"5' 9""",145 lbs.,"70""",Orthodox,"Jan 06, 1991"
494,George Pacurariu,Constantine,10-5-0,"5' 7""",135 lbs.,--,,"Jul 28, 1984"
495,Terrell Brown,,3-1-0,--,185 lbs.,--,,"Apr 13, 1983"
496,Antonio Jones,Doomsday,7-1-0,"5' 11""",185 lbs.,--,Orthodox,"Apr 12, 1985"
497,Frank Lester,,6-6-0 (1 NC),"5' 11""",170 lbs.,--,Orthodox,"Jun 10, 1984"
498,David Lee,,9-7-0,"5' 10""",155 lbs.,--,Orthodox,--
499,Andre Muniz,Sergipano,17-4-0,"6' 2""",185 lbs.,--,Southpaw,"Feb 17, 1990"
500,Mickael Lebout,Ragnar,14-5-1 (1 NC),"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987"
501,Dave Terrel,The Bionic,7-6-0,"5' 8""",170 lbs.,--,Southpaw,"May 10, 1978"
502,Errol Zimmerman,The Bonecrusher,0-1-0,"6' 3""",185 lbs.,--,Orthodox,"Apr 20, 1986"
503,Melinda Fabian,,4-4-2,"5' 6""",125 lbs.,"66""",,"Jun 25, 1987"
504,John Renken,The Saint,19-28-3 (1 NC),"6' 0""",190 lbs.,--,Orthodox,--
505,Josh Neal,,5-11-0,"6' 0""",185 lbs.,--,,--
506,Li Jingliang,The Leech,16-5-0,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 20, 1988"
507,Benito Lopez,Golden Boy,9-1-0,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994"
508,Gary Tapusoa,,6-2-0,"5' 7""",185 lbs.,--,,--
509,Mark Vorgeas,,5-3-1,"5' 10""",135 lbs.,--,,--
510,Matt Veach,,15-4-0,"5' 11""",155 lbs.,--,Orthodox,"May 31, 1981"
511,Dennis Bermudez,The Menace,18-9-0,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986"
512,Jamall Emmers,Pretty Boy,13-3-0,"5' 10""",145 lbs.,"74""",Orthodox,"Jul 24, 1989"
513,Heath Herring,The Texas Crazy Horse,28-14-0 (1 NC),"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978"
514,Cyril Asker,Silverback,9-4-0,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985"
515,Bob Sapp,The Beast,11-8-0,"6' 5""",350 lbs.,--,Orthodox,"Sep 22, 1974"
516,Brad Imes,Hillbilly Heartthrob,13-7-0,"6' 7""",265 lbs.,--,Orthodox,"Mar 13, 1977"
517,Bruno Korea,Korea,4-2-0,"5' 6""",135 lbs.,"65""",,"Jun 28, 1991"
518,Rousimar Palhares,Toquinho,24-5-0,"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980"
519,Mike Santiago,,21-12-0,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989"
520,Ralph Gracie,,6-1-0,"5' 9""",183 lbs.,--,Orthodox,--
521,Pedro Nobre,The Rock,14-1-2 (1 NC),"5' 5""",135 lbs.,--,,"Feb 13, 1986"
522,Alexander Otsuka,The Diet Butcher,4-13-0,"6' 1""",205 lbs.,--,Orthodox,"Jul 17, 1971"
523,Justin Haskins,,7-6-0,"5' 10""",170 lbs.,--,Orthodox,"Aug 30, 1979"
524,Chris Solomon,,0-0-0,"5' 11""",155 lbs.,--,,--
525,Mitch Gagnon,,12-4-0,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984"
526,Kazuki Okubo,,7-9-0,"5' 11""",175 lbs.,--,Orthodox,--
527,Ross Pearson,The Real Deal,22-15-0 (1 NC),"5' 8""",155 lbs.,"69""",Orthodox,"Sep 26, 1984"
528,Bernardo Magalhaes,Trekko,11-3-0,"5' 9""",155 lbs.,"65""",Orthodox,"Apr 08, 1981"
529,Emmanuel Sanchez,El Matador,15-3-0,"5' 9""",145 lbs.,"71""",,"Aug 11, 1990"
530,Ibragim Magomedov,,22-7-1,"6' 0""",250 lbs.,--,Orthodox,--
531,Joaquim Silva,Netto BJJ,11-2-0,"5' 8""",155 lbs.,"69""",,"Feb 05, 1989"
532,Megan Anderson,,9-3-0,"6' 0""",145 lbs.,"73""",Orthodox,"Feb 11, 1990"
533,Efrain Escudero,Hecho En Mexico,25-11-0,"5' 9""",155 lbs.,"70""",Orthodox,"Jan 15, 1986"
534,Kevin Ferguson,Kimbo Slice,5-2-0 (1 NC),"6' 2""",235 lbs.,--,Orthodox,"Feb 08, 1974"
