,fighter_1,fighter_2,end_round,end_time,winner,url,date,f1_r1_kds,f1_r1_sigstrikes_l,f1_r1_sigstrikes_a,f1_r1_strikes_l,f1_r1_strikes_a,f1_r1_tds_l,f1_r1_tds_a,f1_r1_subs_a,f1_r1_passes,f1_r1_revs,f1_r1_ss_head_l,f1_r1_ss_head_a,f1_r1_ss_body_l,f1_r1_ss_body_a,f1_r1_ss_leg_l,f1_r1_ss_leg_a,f1_r1_ss_dist_l,f1_r1_ss_dist_a,f1_r1_ss_clinch_l,f1_r1_ss_clinch_a,f1_r1_ss_ground_l,f1_r1_ss_ground_a,f2_r1_kds,f2_r1_sigstrikes_l,f2_r1_sigstrikes_a,f2_r1_strikes_l,f2_r1_strikes_a,f2_r1_tds_l,f2_r1_tds_a,f2_r1_subs_a,f2_r1_passes,f2_r1_revs,f2_r1_ss_head_l,f2_r1_ss_head_a,f2_r1_ss_body_l,f2_r1_ss_body_a,f2_r1_ss_leg_l,f2_r1_ss_leg_a,f2_r1_ss_dist_l,f2_r1_ss_dist_a,f2_r1_ss_clinch_l,f2_r1_ss_clinch_a,f2_r1_ss_ground_l,f2_r1_ss_ground_a,f1_r2_kds,f1_r2_sigstrikes_l,f1_r2_sigstrikes_a,f1_r2_strikes_l,f1_r2_strikes_a,f1_r2_tds_l,f1_r2_tds_a,f1_r2_subs_a,f1_r2_passes,f1_r2_revs,f1_r2_ss_head_l,f1_r2_ss_head_a,f1_r2_ss_body_l,f1_r2_ss_body_a,f1_r2_ss_leg_l,f1_r2_ss_leg_a,f1_r2_ss_dist_l,f1_r2_ss_dist_a,f1_r2_ss_clinch_l,f1_r2_ss_clinch_a,f1_r2_ss_ground_l,f1_r2_ss_ground_a,f2_r2_kds,f2_r2_sigstrikes_l,f2_r2_sigstrikes_a,f2_r2_strikes_l,f2_r2_strikes_a,f2_r2_tds_l,f2_r2_tds_a,f2_r2_subs_a,f2_r2_passes,f2_r2_revs,f2_r2_ss_head_l,f2_r2_ss_head_a,f2_r2_ss_body_l,f2_r2_ss_body_a,f2_r2_ss_leg_l,f2_r2_ss_leg_a,f2_r2_ss_dist_l,f2_r2_ss_dist_a,f2_r2_ss_clinch_l,f2_r2_ss_clinch_a,f2_r2_ss_ground_l,f2_r2_ss_ground_a,f1_r3_kds,f1_r3_sigstrikes_l,f1_r3_sigstrikes_a,f1_r3_strikes_l,f1_r3_strikes_a,f1_r3_tds_l,f1_r3_tds_a,f1_r3_subs_a,f1_r3_passes,f1_r3_revs,f1_r3_ss_head_l,f1_r3_ss_head_a,f1_r3_ss_body_l,f1_r3_ss_body_a,f1_r3_ss_leg_l,f1_r3_ss_leg_a,f1_r3_ss_dist_l,f1_r3_ss_dist_a,f1_r3_ss_clinch_l,f1_r3_ss_clinch_a,f1_r3_ss_ground_l,f1_r3_ss_ground_a,f2_r3_kds,f2_r3_sigstrikes_l,f2_r3_sigstrikes_a,f2_r3_strikes_l,f2_r3_strikes_a,f2_r3_tds_l,f2_r3_tds_a,f2_r3_subs_a,f2_r3_passes,f2_r3_revs,f2_r3_ss_head_l,f2_r3_ss_head_a,f2_r3_ss_body_l,f2_r3_ss_body_a,f2_r3_ss_leg_l,f2_r3_ss_leg_a,f2_r3_ss_dist_l,f2_r3_ss_dist_a,f2_r3_ss_clinch_l,f2_r3_ss_clinch_a,f2_r3_ss_ground_l,f2_r3_ss_ground_a,f1_r4_kds,f1_r4_sigstrikes_l,f1_r4_sigstrikes_a,f1_r4_strikes_l,f1_r4_strikes_a,f1_r4_tds_l,f1_r4_tds_a,f1_r4_subs_a,f1_r4_passes,f1_r4_revs,f1_r4_ss_head_l,f1_r4_ss_head_a,f1_r4_ss_body_l,f1_r4_ss_body_a,f1_r4_ss_leg_l,f1_r4_ss_leg_a,f1_r4_ss_dist_l,f1_r4_ss_dist_a,f1_r4_ss_clinch_l,f1_r4_ss_clinch_a,f1_r4_ss_ground_l,f1_r4_ss_ground_a,f2_r4_kds,f2_r4_sigstrikes_l,f2_r4_sigstrikes_a,f2_r4_strikes_l,f2_r4_strikes_a,f2_r4_tds_l,f2_r4_tds_a,f2_r4_subs_a,f2_r4_passes,f2_r4_revs,f2_r4_ss_head_l,f2_r4_ss_head_a,f2_r4_ss_body_l,f2_r4_ss_body_a,f2_r4_ss_leg_l,f2_r4_ss_leg_a,f2_r4_ss_dist_l,f2_r4_ss_dist_a,f2_r4_ss_clinch_l,f2_r4_ss_clinch_a,f2_r4_ss_ground_l,f2_r4_ss_ground_a,f1_r5_kds,f1_r5_sigstrikes_l,f1_r5_sigstrikes_a,f1_r5_strikes_l,f1_r5_strikes_a,f1_r5_tds_l,f1_r5_tds_a,f1_r5_subs_a,f1_r5_passes,f1_r5_revs,f1_r5_ss_head_l,f1_r5_ss_head_a,f1_r5_ss_body_l,f1_r5_ss_body_a,f1_r5_ss_leg_l,f1_r5_ss_leg_a,f1_r5_ss_dist_l,f1_r5_ss_dist_a,f1_r5_ss_clinch_l,f1_r5_ss_clinch_a,f1_r5_ss_ground_l,f1_r5_ss_ground_a,f2_r5_kds,f2_r5_sigstrikes_l,f2_r5_sigstrikes_a,f2_r5_strikes_l,f2_r5_strikes_a,f2_r5_tds_l,f2_r5_tds_a,f2_r5_subs_a,f2_r5_passes,f2_r5_revs,f2_r5_ss_head_l,f2_r5_ss_head_a,f2_r5_ss_body_l,f2_r5_ss_body_a,f2_r5_ss_leg_l,f2_r5_ss_leg_a,f2_r5_ss_dist_l,f2_r5_ss_dist_a,f2_r5_ss_clinch_l,f2_r5_ss_clinch_a,f2_r5_ss_ground_l,f2_r5_ss_ground_a
2365,Kazuki Tokudome,"Yui Chul Nam ""The Korean Bulldozer""",3,5:00,Kazuki Tokudome,http://ufcstats.com/fight-details/c53a5dca56870ea5,2014-03-01,0,11,23,11,23,0,2,0,0,0,9,21,2,2,0,0,1,5,10,18,0,0,3,60,100,78,125,0,0,0,2,0,9,21,2,2,0,0,1,5,10,18,0,0,0,11,23,11,23,0,2,0,0,0,48,83,8,12,4,5,10,21,32,51,18,28,0,6,9,11,15,0,0,0,0,0,14,17,0,0,0,0,0,2,0,0,14,15,0,14,17,104,124,1,1,0,1,0,6,9,0,0,0,0,1,1,0,0,5,8,0,11,21,20,33,1,1,0,1,0,5,14,0,0,1,1,4,9,2,5,0,1,0,6,15,16,27,2,4,0,1,0,9,19,2,2,0,0,6,13,5,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,Nam Phan,Vaughan Lee,3,5:00,Nam Phan,http://ufcstats.com/fight-details/3fa2e753afa0bdbb,2014-03-01,0,6,75,6,76,0,2,0,0,0,4,72,2,3,0,0,6,75,0,0,0,0,0,58,113,58,113,0,0,0,0,0,4,72,2,3,0,0,6,75,0,0,0,0,0,6,75,6,76,0,2,0,0,0,28,71,23,31,7,11,58,113,0,0,0,0,0,35,85,37,87,0,0,0,0,0,3,48,5,14,4,7,12,68,0,1,0,0,0,12,69,12,69,0,2,0,0,0,19,56,6,18,10,11,35,85,0,0,0,0,0,49,113,50,114,0,1,0,0,0,4,38,1,5,1,2,6,45,0,0,0,0,0,6,45,6,45,0,1,0,0,0,25,70,18,30,6,13,48,112,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2367,Albert Cheng,"An Ying Wang ""Smiley""",1,5:00,Albert Cheng,http://ufcstats.com/fight-details/36d4e8f650539bf0,2014-03-01,0,5,12,5,12,0,1,0,0,0,4,10,1,2,0,0,5,12,0,0,0,0,0,13,45,15,47,0,0,0,0,0,4,10,1,2,0,0,5,12,0,0,0,0,0,5,12,5,12,0,1,0,0,0,10,37,0,1,3,7,13,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368,"Jumabieke Tuerxun ""Leopard""",Mark Eddiva,3,5:00,"Jumabieke Tuerxun ""Leopard""",http://ufcstats.com/fight-details/2ebe2ae9b4812f0a,2014-03-01,0,2,8,7,13,0,0,0,0,0,0,6,1,1,1,1,1,5,1,3,0,0,0,21,30,54,65,2,4,0,0,0,0,6,1,1,1,1,1,5,1,3,0,0,0,2,8,7,13,0,0,0,0,0,9,15,9,11,3,4,5,10,6,7,10,13,0,15,35,45,68,1,4,0,0,0,3,15,2,2,1,1,2,8,3,9,1,1,0,6,18,7,21,1,5,0,0,0,7,25,0,0,8,10,6,22,8,12,1,1,0,13,23,42,56,1,2,0,0,0,3,7,1,1,0,0,0,1,3,6,1,1,0,4,8,19,26,0,4,2,0,0,6,15,2,2,5,6,4,13,5,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2369,"Ronda Rousey ""Rowdy""",Sara McMann,1,1:06,"Ronda Rousey ""Rowdy""",http://ufcstats.com/fight-details/654127f5b9140be2,2014-02-22,1,14,23,21,30,0,0,0,0,0,4,12,9,10,1,1,2,8,12,15,0,0,0,13,20,14,21,0,0,0,0,0,4,12,9,10,1,1,2,8,12,15,0,0,1,14,23,21,30,0,0,0,0,0,8,14,5,6,0,0,6,10,7,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,"Daniel Cormier ""DC""","Patrick Cummins ""Durkin""",1,1:19,"Daniel Cormier ""DC""",http://ufcstats.com/fight-details/b1a033020bd6d3f3,2014-02-22,1,18,37,20,39,0,0,0,0,0,16,35,2,2,0,0,4,18,5,6,9,13,0,8,22,8,22,0,3,0,0,0,16,35,2,2,0,0,4,18,5,6,9,13,1,18,37,20,39,0,0,0,0,0,5,18,1,1,2,3,7,21,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,"Rory MacDonald ""Red King""",Demian Maia,3,5:00,"Rory MacDonald ""Red King""",http://ufcstats.com/fight-details/29657325bfc1d590,2014-02-22,0,6,22,8,24,0,0,0,0,0,5,21,1,1,0,0,6,22,0,0,0,0,0,27,38,52,64,1,4,0,1,0,5,21,1,1,0,0,6,22,0,0,0,0,0,6,22,8,24,0,0,0,0,0,20,31,6,6,1,1,6,13,0,0,21,25,0,13,36,13,36,0,7,0,0,0,33,99,7,9,0,0,40,108,0,0,0,0,0,40,108,40,108,0,0,0,0,0,7,28,1,3,5,5,13,36,0,0,0,0,0,11,46,16,52,1,11,0,0,0,24,77,4,5,1,1,28,77,0,2,1,4,0,29,83,29,83,0,0,0,0,0,10,44,0,0,1,2,11,46,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,"Mike Pyle ""Quicksand""","TJ Waldburger ""The Modern Day Warrior""",3,4:03,"Mike Pyle ""Quicksand""",http://ufcstats.com/fight-details/9988ff4d4197663b,2014-02-22,0,11,22,23,34,2,2,0,1,0,4,14,4,4,3,4,4,13,6,7,1,2,0,13,22,21,30,0,2,0,0,0,4,14,4,4,3,4,4,13,6,7,1,2,0,11,22,23,34,2,2,0,1,0,5,13,3,3,5,6,10,18,3,4,0,0,0,13,35,14,37,0,0,1,0,0,6,23,2,2,0,1,6,21,1,3,1,2,0,8,26,20,39,2,2,0,2,0,8,30,2,2,3,3,11,31,2,4,0,0,0,12,32,14,35,0,2,0,0,0,34,50,1,1,2,2,11,23,7,11,19,19,0,37,53,45,61,0,0,1,2,0,8,27,2,3,2,2,10,28,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,"Robert Whittaker ""The Reaper""","Stephen Thompson ""Wonderboy""",1,3:43,"Robert Whittaker ""The Reaper""",http://ufcstats.com/fight-details/ab0d6346b7938a7f,2014-02-22,0,19,66,19,66,0,0,0,0,0,17,64,0,0,2,2,18,64,1,2,0,0,1,38,80,39,81,0,0,0,0,0,17,64,0,0,2,2,18,64,1,2,0,0,0,19,66,19,66,0,0,0,0,0,28,63,7,13,3,4,25,65,6,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374,Alexis Davis,"Jessica Eye ""Evil""",3,5:00,Alexis Davis,http://ufcstats.com/fight-details/36630b8c820db52b,2014-02-22,0,16,35,36,56,1,1,0,1,0,5,18,4,6,7,11,10,25,5,9,1,1,0,13,33,27,49,0,0,0,0,0,5,18,4,6,7,11,10,25,5,9,1,1,0,16,35,36,56,1,1,0,1,0,12,31,0,0,1,2,10,26,3,7,0,0,0,7,9,15,17,0,0,0,0,0,5,9,0,0,1,5,1,7,0,0,5,7,0,6,14,44,54,1,1,0,1,0,4,6,0,0,3,3,7,9,0,0,0,0,0,27,69,27,69,0,0,0,0,0,15,37,2,6,14,21,29,59,2,5,0,0,0,31,64,32,65,0,1,0,0,0,23,60,0,1,4,8,23,63,4,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2375,Raphael Assuncao,"Pedro Munhoz ""The Young Punisher""",3,5:00,Raphael Assuncao,http://ufcstats.com/fight-details/faaa7340f4ede814,2014-02-22,0,40,78,40,78,0,0,0,0,0,29,61,2,5,9,12,40,78,0,0,0,0,0,13,43,13,43,0,0,0,0,0,29,61,2,5,9,12,40,78,0,0,0,0,0,40,78,40,78,0,0,0,0,0,3,25,3,5,7,13,13,43,0,0,0,0,0,9,25,15,32,0,0,1,0,0,16,36,0,1,7,8,12,28,0,0,11,17,0,23,45,37,62,2,2,0,0,0,1,11,4,8,4,6,9,23,0,2,0,0,0,11,32,13,34,0,1,0,0,0,28,73,6,6,3,4,35,78,1,4,1,1,0,37,83,39,85,1,1,0,1,0,2,20,5,8,4,4,11,32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2376,"Cody Gibson ""The Renegade""","Aljamain Sterling ""Funk Master""",3,5:00,"Cody Gibson ""The Renegade""",http://ufcstats.com/fight-details/41727d51af72b1d5,2014-02-22,0,8,24,17,35,1,3,0,0,0,4,15,4,8,0,1,2,14,6,10,0,0,0,19,41,48,70,1,2,0,0,0,4,15,4,8,0,1,2,14,6,10,0,0,0,8,24,17,35,1,3,0,0,0,9,26,7,9,3,6,3,17,13,21,3,3,0,16,28,27,40,1,1,0,0,0,3,14,4,5,1,3,3,10,4,10,1,2,0,8,22,13,28,3,3,1,0,0,7,15,8,11,1,2,6,14,10,14,0,0,0,11,20,57,67,1,2,3,2,0,2,7,0,0,0,0,0,2,1,3,1,2,0,2,7,5,10,0,0,0,0,0,7,16,2,2,2,2,2,8,2,2,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377,"Zach Makovsky ""Fun Size""","Joshua Sampo ""The Gremlin""",3,5:00,"Zach Makovsky ""Fun Size""",http://ufcstats.com/fight-details/1a8b815679bc89b8,2014-02-22,0,9,21,15,27,1,2,0,1,0,4,16,2,2,3,3,5,16,1,1,3,4,0,9,19,12,22,0,0,0,0,0,4,16,2,2,3,3,5,16,1,1,3,4,0,9,21,15,27,1,2,0,1,0,3,12,2,3,4,4,6,13,3,6,0,0,0,3,20,9,26,0,0,0,0,0,8,22,1,1,2,4,10,26,0,0,1,1,0,11,27,17,34,3,4,0,1,0,2,16,0,1,1,3,3,19,0,1,0,0,0,7,28,33,56,0,0,0,1,0,8,12,3,3,3,3,10,14,1,1,3,3,0,14,18,28,32,1,1,0,1,0,2,21,4,6,1,1,4,20,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,"Rafaello Oliveira ""Tractor""","Erik Koch ""New Breed""",1,1:24,"Rafaello Oliveira ""Tractor""",http://ufcstats.com/fight-details/dc28c6e66f333d2a,2014-02-22,0,1,6,1,6,0,0,0,0,0,0,3,1,1,0,2,1,6,0,0,0,0,1,19,27,19,27,0,0,0,0,0,0,3,1,1,0,2,1,6,0,0,0,0,0,1,6,1,6,0,0,0,0,0,19,27,0,0,0,0,3,6,0,0,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,"Ernest Chavez ""The Mad Titan""","Yosdenis Cedeno ""Pink Panther""",3,5:00,"Ernest Chavez ""The Mad Titan""",http://ufcstats.com/fight-details/328ae84bf2af537e,2014-02-22,0,6,18,17,30,1,1,0,3,0,5,14,0,1,1,3,5,16,1,1,0,1,0,7,23,7,23,0,0,0,0,0,5,14,0,1,1,3,5,16,1,1,0,1,0,6,18,17,30,1,1,0,3,0,1,13,1,5,5,5,6,21,1,2,0,0,0,6,13,6,13,0,1,0,0,0,3,9,4,5,1,1,5,12,2,2,1,1,0,8,15,41,48,1,1,0,2,0,1,7,2,2,3,4,5,12,1,1,0,0,0,13,47,14,48,0,0,0,0,0,5,16,2,2,7,11,13,28,1,1,0,0,0,14,29,36,55,0,0,0,0,0,11,44,0,1,2,2,13,47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,"Lyoto Machida ""The Dragon""",Gegard Mousasi,5,5:00,"Lyoto Machida ""The Dragon""",http://ufcstats.com/fight-details/aa11f2375ee2118f,2014-02-15,0,5,18,5,18,0,0,0,0,0,2,11,1,3,2,4,5,18,0,0,0,0,0,5,13,5,13,0,0,0,0,0,2,11,1,3,2,4,5,18,0,0,0,0,0,5,18,5,18,0,0,0,0,0,1,6,0,0,4,7,5,13,0,0,0,0,0,10,31,10,31,0,0,0,0,0,3,22,1,2,2,2,6,26,0,0,0,0,0,6,26,6,26,0,0,0,0,0,5,24,0,1,5,6,10,31,0,0,0,0,0,9,23,11,25,0,1,0,0,0,5,22,2,7,0,0,7,28,0,1,0,0,0,7,29,8,30,0,1,0,0,0,5,18,3,4,1,1,6,18,3,5,0,0,0,7,19,19,32,0,1,0,0,1,2,6,0,1,1,2,3,9,0,0,0,0,0,3,9,5,11,1,1,0,0,0,4,13,1,4,2,2,2,9,0,2,5,8,0,5,20,21,37,0,1,0,0,0,4,14,2,4,1,1,4,16,0,0,3,3
2381,"Jacare Souza ""Jacare""","Francis Carmont ""Limitless""",3,5:00,"Jacare Souza ""Jacare""",http://ufcstats.com/fight-details/ffbc12e4f821ec68,2014-02-15,0,1,5,16,24,1,1,1,1,0,1,5,0,0,0,0,1,4,0,0,0,1,0,1,4,13,22,0,0,0,0,1,1,5,0,0,0,0,1,4,0,0,0,1,0,1,5,16,24,1,1,1,1,0,1,3,0,1,0,0,1,4,0,0,0,0,0,15,51,15,51,0,1,0,0,0,3,23,3,4,2,2,5,26,3,3,0,0,0,8,29,9,30,0,2,0,0,0,11,42,2,5,2,4,15,50,0,1,0,0,0,3,16,16,34,0,0,0,0,0,6,11,1,2,0,0,1,5,0,0,6,8,0,7,13,26,35,1,1,2,2,0,2,14,0,1,1,1,3,16,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,"Erick Silva ""The Tiger""",Takenori Sato,1,0:52,"Erick Silva ""The Tiger""",http://ufcstats.com/fight-details/dadde3eb4e5f43b4,2014-02-15,0,18,18,21,21,0,0,0,0,0,14,14,4,4,0,0,2,2,2,2,14,14,0,0,0,0,0,0,2,0,0,0,14,14,4,4,0,0,2,2,2,2,14,14,0,18,18,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,Viscardi Andrade,"Nico Musoke ""Nico""",3,5:00,Viscardi Andrade,http://ufcstats.com/fight-details/d0e084b6345c5af0,2014-02-15,1,20,48,35,63,1,1,0,1,0,14,39,2,4,4,5,8,25,1,2,11,21,0,14,51,14,51,0,0,0,0,0,14,39,2,4,4,5,8,25,1,2,11,21,1,20,48,35,63,1,1,0,1,0,12,43,2,7,0,1,11,45,3,6,0,0,0,21,34,41,55,1,3,0,0,0,1,7,1,2,0,0,0,6,2,3,0,0,0,2,9,23,32,0,1,0,0,0,18,29,3,5,0,0,11,18,1,3,9,13,0,10,18,22,34,1,2,0,1,0,2,11,0,1,0,0,2,12,0,0,0,0,0,2,12,10,21,0,0,0,0,0,6,14,0,0,4,4,4,12,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,"Charles Oliveira ""Do Bronx""","Andy Ogle ""The Little Axe""",3,2:40,"Charles Oliveira ""Do Bronx""",http://ufcstats.com/fight-details/b96e1222eb1a0faf,2014-02-15,0,9,15,28,36,1,1,0,2,0,5,10,4,5,0,0,1,5,3,4,5,6,0,4,11,6,13,0,0,0,0,0,5,10,4,5,0,0,1,5,3,4,5,6,0,9,15,28,36,1,1,0,2,0,4,10,0,1,0,0,3,9,1,2,0,0,0,9,17,18,26,1,1,0,0,0,2,7,6,6,1,1,2,6,6,7,1,1,0,9,14,15,20,2,5,1,1,0,6,14,3,3,0,0,6,13,1,1,2,3,0,8,21,10,23,0,1,0,0,0,2,11,2,2,1,1,4,9,0,4,1,1,0,5,14,14,23,0,2,1,0,0,6,18,1,2,1,1,3,12,3,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,Cristiano Marcello,Joe Proctor,3,5:00,Cristiano Marcello,http://ufcstats.com/fight-details/cfefbf79340d3346,2014-02-15,0,2,11,18,29,1,3,1,1,0,1,4,0,2,1,5,1,8,0,1,1,2,0,4,12,5,15,0,0,1,0,0,1,4,0,2,1,5,1,8,0,1,1,2,0,2,11,18,29,1,3,1,1,0,2,10,1,1,1,1,4,11,0,0,0,1,0,27,69,28,71,0,0,0,0,0,4,23,2,7,3,5,5,25,4,10,0,0,0,9,35,11,38,0,3,0,0,0,20,60,4,5,3,4,16,53,11,16,0,0,0,36,93,39,96,0,0,0,0,0,7,38,5,11,3,5,14,52,1,2,0,0,0,15,54,15,54,0,4,0,0,0,33,87,1,3,2,3,35,92,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,Rodrigo Damm,"Ivan Jorge ""Batman""",3,5:00,Rodrigo Damm,http://ufcstats.com/fight-details/420114bb94080b3c,2014-02-15,0,18,50,18,50,0,0,0,0,0,11,41,2,4,5,5,15,45,3,5,0,0,0,21,52,21,52,0,1,0,0,0,11,41,2,4,5,5,15,45,3,5,0,0,0,18,50,18,50,0,0,0,0,0,10,36,6,9,5,7,20,48,1,4,0,0,0,24,68,24,68,0,1,0,0,0,19,61,1,5,2,3,21,67,1,2,0,0,0,22,69,22,69,0,0,0,0,0,17,57,5,9,2,2,22,63,2,5,0,0,0,18,39,23,44,0,7,1,0,1,26,49,0,0,2,2,25,46,0,0,3,5,0,28,51,29,52,1,1,1,0,0,15,35,1,1,2,3,14,33,4,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,"Francisco Trinaldo ""Massaranduba""","Jesse Ronson ""The Body Snatcher""",3,5:00,"Francisco Trinaldo ""Massaranduba""",http://ufcstats.com/fight-details/ea60fdcfd423a15e,2014-02-15,0,22,51,25,54,0,0,0,0,0,11,38,5,6,6,7,18,45,4,6,0,0,0,18,48,18,48,0,1,0,0,0,11,38,5,6,6,7,18,45,4,6,0,0,0,22,51,25,54,0,0,0,0,0,8,31,5,12,5,5,17,47,1,1,0,0,0,23,43,25,45,0,0,0,0,0,4,40,5,6,4,5,10,46,3,5,0,0,0,13,51,13,51,0,1,0,0,0,6,22,10,13,7,8,19,39,4,4,0,0,0,12,35,13,36,0,1,0,0,0,8,32,5,6,7,8,10,35,1,2,9,9,0,20,46,23,49,1,3,0,0,0,7,29,3,4,2,2,10,31,2,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,"Iuri Alcantara ""Marajo""",Wilson Reis,3,5:00,"Iuri Alcantara ""Marajo""",http://ufcstats.com/fight-details/01d4d1d8bcb014cf,2014-02-15,0,13,24,27,39,1,2,0,4,0,11,22,2,2,0,0,7,14,1,1,5,9,0,8,25,9,26,1,4,0,1,0,11,22,2,2,0,0,7,14,1,1,5,9,0,13,24,27,39,1,2,0,4,0,5,18,0,0,3,7,5,20,3,4,0,1,0,11,20,24,36,1,1,0,1,1,16,27,0,1,0,0,2,7,0,0,14,21,1,16,28,32,49,0,0,0,0,1,9,18,0,0,2,2,2,4,0,0,9,16,0,4,16,33,48,1,2,0,0,0,11,20,0,0,2,4,6,13,2,4,5,7,0,13,24,25,40,1,1,0,0,0,2,11,0,0,2,5,2,14,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,"Felipe Arantes ""Sertanejo""","Maximo Blanco ""Maxi""",3,5:00,"Felipe Arantes ""Sertanejo""",http://ufcstats.com/fight-details/8619c3cde7dd4e15,2014-02-15,1,25,48,26,49,0,0,1,0,0,15,34,6,8,4,6,13,28,8,13,4,7,0,20,51,20,51,1,3,0,1,0,15,34,6,8,4,6,13,28,8,13,4,7,1,25,48,26,49,0,0,1,0,0,6,30,10,16,4,5,8,27,12,24,0,0,0,16,34,37,57,1,1,0,0,0,5,20,2,5,1,3,3,18,5,8,0,2,0,8,28,8,28,0,1,0,0,0,8,24,4,6,4,4,15,28,0,2,1,4,0,8,23,16,32,1,2,0,0,0,4,18,2,3,0,0,4,17,2,4,0,0,0,6,21,13,28,1,2,0,0,0,1,13,4,6,3,4,8,22,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
